"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
691,"MILADY: A Randomized, Placebo-controlled Safety and Efficacy Trial of SSR240600C in Treatment of Overactive Bladder or Urge Urinary Incontinence.","Completed","No Results Available","Overactive Bladder","Drug: SSR240600C|Drug: Placebo|Drug: Tolterodine","Hope Research LLC, Phoenix, Arizona, United States|Research Tuscon, Tuscon, Arizona, United States|Medical Center for Clinical Research, San Diego, California, United States|Genitourinary Surgical Consultants, Denver, Colorado, United States|Connecticut Clinical Research Center, Urology Specialists, Waterbury, Connecticut, United States|Miami Research Associates, Miami, Florida, United States|Southeastern Research Group, Tallahassee, Florida, United States|Atlanta Women's Research Institute, Alpharetta, Georgia, United States|Mount Vernon Clinical Research, Atlanta, Georgia, United States|Soapstone Center for Education & Clinical Research, Decatur, Georgia, United States|Urology of Indiana, Greenwood, Indiana, United States|Metropolitan Urology, Jeffersonville, Indiana, United States|Rockhill Medical Plaza, Kansas City, Missouri, United States|Hudson Valley Urology Center, Kingston, New York, United States|Hudson Valley Urology, Poughkeepsie, New York, United States|Daniel Laury, Medford, Oregon, United States|Philadelphia Women's Research, Philadelphia, Pennsylvania, United States|Clinical Trials Research Services, Pittsburgh, Pennsylvania, United States|University Urological Research Institute, Providence, Rhode Island, United States|Advanced Research Associates, Corpus Christi, Texas, United States|Tacoma Women's Specialists Research, Tacoma, Washington, United States|Midwest Research SpecialistsSt. Michael's Hospital, Milwaukee, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00174798"
692,"Focal Therapy for Prostate Cancer Using HIFU","Recruiting","No Results Available","Male Erectile Disorder|Prostate Cancer|Therapy-related Toxicity|Urinary Incontinence","Other: questionnaire administration|Procedure: assessment of therapy complications|Procedure: high-intensity focused ultrasound ablation|Procedure: multiparametric magnetic resonance imaging|Procedure: quality-of-life assessment|Procedure: transperineal prostate biopsy|Procedure: transrectal prostate biopsy","University College London, London, England, United Kingdom","https://ClinicalTrials.gov/show/NCT01194648"
693,"Long-term Effectiveness of Abdominal Sacrocolpopexy for the Treatment of Pelvic Organ Prolapse","Terminated","Has Results","Prolapse|Urinary Incontinence",,"The University of Alabama at Birmingham, Birmingham, Alabama, United States|USCD Medical Center, La Jolla, California, United States|Kaiser Permanente, San Diego, California, United States|Loyola University Medical Center, Maywood, Illinois, United States|University of Iowa, Iowa City, Iowa, United States|Johns Hopkins School of Medicine, Baltimore, Maryland, United States|Duke University, Durham, North Carolina, United States|Magee-Womens Hospital, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00099372"
694,"Improving Women's Health by Using an Electronic Pelvic Floor Questionnaire","Completed","No Results Available","Urinary Incontinence|Fecal Incontinence|Pelvic Floor Disorders","Other: e-PAQ-PF","UW Health Women's Health Internal Medicine West, Madison, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00880880"
695,"Safety and Efficacy of botulinumA Toxin (BotoxA) for Treatment of Neurogenic Bladder of Parkinson's Disease","Completed","Has Results","Parkinson's Disease|Neurogenic Bladder|Urinary Incontinence|Clostridium Botulinum Toxin Adverse Reaction","Drug: Cystoscopic injection of Botox into the urinary bladder","Stanford University Hospital and Clinics, Stanford, California, United States","https://ClinicalTrials.gov/show/NCT01421719"
696,"Lumbar to Sacral Ventral Nerve Re-Routing","Completed","No Results Available","Urinary Incontinence|Spinal Cord Injury|Spina Bifida","Procedure: lumbar to sacral ventral nerve re-routing procedure",,"https://ClinicalTrials.gov/show/NCT00378664"
697,"Effects Of GW679769 On Bladder Nerve Function And Symptoms Of Overactive Bladder In Spinal Cord Injury Patients","Terminated","No Results Available","Incontinence, Urinary and Urinary Bladder, Overactive|Overactive Bladder","Drug: GW679769","GSK Investigational Site, Long Beach, California, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00332319"
698,"Think Dry: Optimalisation of Diagnostic Process of Urinary Incontinence in Older People","Recruiting","No Results Available","Incontinence, Urge|Incontinence Stress|Incontinence, Daytime Urinary|Incontinence, Nighttime Urinary","Diagnostic Test: Blood Sample|Diagnostic Test: Renal Function Profile|Diagnostic Test: Frequency Volume Chart|Diagnostic Test: Cystometry|Diagnostic Test: Questionaires|Diagnostic Test: Flow rate measurement + Observation of the post-void residual urine volume|Diagnostic Test: Clinical Examination","Department of Urology, Ghent University Hospital, Gent, Belgium","https://ClinicalTrials.gov/show/NCT04094753"
699,"Ethicon Pelvic Mesh Post Market Clinical Follow-up Registry","Recruiting","No Results Available","Stress Urinary Incontinence|Pelvic Organ Prolapse","Device: Intervention","Yale University, New Haven, Connecticut, United States|Duke University, Durham, North Carolina, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|UPMC, Pittsburgh, Pennsylvania, United States|General University Hospital, Prague, Czechia|Herlev Hospital, Hillerod, Denmark|CHU de Clermont-Ferrand, Clermont-Ferrand, France|Hopital Jeanne de Flandres, Lille, France|Universitatsklinikum Tubingen, Tubingen, Germany|Żelazna Medical Center, Warsaw, Poland|Karolinska Institute, Stockholm, Sweden","https://ClinicalTrials.gov/show/NCT04829175"
700,"Reliability of KHQ and ICIQ-SF in Assessing Urinary Incontinence Effects in Polish Women","Completed","No Results Available","Urinary Incontinence|Overactive Bladder|Stress Urinary Incontinence|Urge Incontinence","Diagnostic Test: King's Health Questionnaire|Diagnostic Test: the International Consultation on Incontinence Modular Questionnaire (ICIQ-SF) Short Form","Katarzyna Skorupska, Lublin, Poland","https://ClinicalTrials.gov/show/NCT04619238"
701,"Single-incision Versus Retropubic Mid-Urethral Sling (Solyx) for SUI During Minimally Invasive Sacrocolpopexy","Recruiting","No Results Available","Stress Urinary Incontinence|Pelvic Floor Disorders","Device: RP Sling|Device: SIS","Florida Robotic and Minimally Invasive Urogynecology, Coconut Creek, Florida, United States|Augusta University, Augusta, Georgia, United States|Northwestern Medicine, Chicago, Illinois, United States|Boston Urogynecology Associates, Cambridge, Massachusetts, United States|Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States|Pelvic Floor Foundation of South Africa, University of Cape Town, Cape Town, South Africa","https://ClinicalTrials.gov/show/NCT04586166"
702,"SMAD2, SMAD3 AND TGF-β GENE EXPRESSION IN URGE URINARY INCONTINENCE","Completed","No Results Available","SMAD2|SMAD3|TGF-β|Pelvic Organ Prolapse|Urge Urinary Incontinence","Genetic: SMAD2","Mugla Sıtkı Kocman University Faculty of Medicine, Mugla, Turkey","https://ClinicalTrials.gov/show/NCT04525105"
703,"CREDE Study: Intraoperative Crede Manoeuver Compared to Preoperative Prolapse Reduction Stress Test to Predict Postoperative de Novo Stress Urinary Incontinence (PONSUI) at the Time of Pelvic Organ Prolapse (POP) Surgery","Recruiting","No Results Available","Pelvic Organ Prolapse|de Novo Stress Urinary Incontinence|Stress Urinary Incontinence","Diagnostic Test: Intraoperative Crede manoeuver|Diagnostic Test: Preoperative prolapse reduction cough stress test","St. Mary's Hospital, Montreal, Quebec, Canada|McGill University Health Centre, Montréal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT04087642"
704,"High Intensity Focused Electromagnetic Field Device for Urinary Incontinence","Recruiting","No Results Available","Stress Urinary Incontinence|Urge Incontinence|Urge and Stress|Overactive Bladder","Device: BTL EMSELLA Active treatment|Device: BTL EMSELLA Sham Treatment","Boston Urogynecology Associates, Cambridge, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04031014"
705,"Outcomes After Sacrocolpopexy With and Without Burch to Prevent Stress Urinary Incontinence in 3rd and 4th Degree Apical Uterine Prolapse","Completed","No Results Available","Prolapse","Procedure: Burch|Procedure: Abdominal Sacrocolpopexy","Ahmed Abbas, Assiut, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT03609229"
706,"Retropubic vs. Single-Incision Mid-Urethral Sling for Stress Urinary Incontinence","Recruiting","No Results Available","Stress Urinary Incontinence|Pelvic Floor Disorders","Device: RP sling placement|Device: SIS placement","MedStar Health/National Center for Advance Pelvic Surgery, Washington, District of Columbia, United States|Northwestern Medical Group, Chicago, Illinois, United States|Northwell Health, Manhasset, New York, United States|Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States|Cleveland Clinic, Cleveland, Ohio, United States|Women & Infants Hospital of Rhode Island, Providence, Rhode Island, United States","https://ClinicalTrials.gov/show/NCT03520114"
707,"Can Women Correctly Contract Their Pelvic Floor Muscles After to Receive Verbal Instructions and Vaginal Palpation?","Unknown status","No Results Available","Urinary Incontinence|Urinary Incontinence, Stress|Urination Disorders|Lower Urinary Tract Symptoms","Other: Verbal instruction and Vaginal palpation","Letícia de Azevedo Ferreira, São Paulo, Brazil","https://ClinicalTrials.gov/show/NCT03325543"
708,"The Development of De-novo Stress Urinary Incontinence After Stage II-III Pelvic Organ Prolapse Surgery","Completed","No Results Available","Pelvic Organ Prolapse","Procedure: sacrospinous ligament fixation","Kerem Doga Seckin, İstanbul, Turkey","https://ClinicalTrials.gov/show/NCT03221725"
709,"Identifying Stress Urinary Incontinence in Women With Pelvic Organ Prolapse","Completed","No Results Available","Stress Urinary Incontinence|Pelvic Organ Prolapse","Procedure: Urodynamics","Cleveland Clinic Florida, Weston, Florida, United States","https://ClinicalTrials.gov/show/NCT03005977"
710,"Observational Study to Compare Two Prostate Laser Enucleation Techniques in Terms of Urinary Incontinence","Not yet recruiting","No Results Available","Prostatic Hyperplasia, Benign|Prostatic Adenoma","Procedure: PLASMA","ELSAN Pôle Santé République - Urology, Clermont-Ferrand, France","https://ClinicalTrials.gov/show/NCT05157724"
711,"Advanced Genital Prolapse Surgery With and Without Mid Urethral Sling to Prevent Stress Urinary Incontinence","Enrolling by invitation","No Results Available","Pelvic Organ Prolapse|Urinary Stress Incontinence","Device: Midurethral sling|Procedure: Genital prolapse surgery","University of sao Paulo General Hospital, Sao Paulo, Brazil","https://ClinicalTrials.gov/show/NCT02578056"
712,"Outcomes of Pelvic Surgery With and Without Anti-incontinence Procedure in Occult Stress Urinary Incontinence Patients","Unknown status","No Results Available","Pelvic Organ Prolapse|Stress Urinary Incontinence|Other Specified Urinary Incontinence","Procedure: TVT-O|Procedure: Improved reconstruction pelvic surgery","Obstetrics and Gynecology Department, Peking Union Medical College Hospital, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT02193607"
713,"Effect of a Risk Calculator on Patient Satisfaction With the Decision for Midurethral Sling During Prolapse Surgery","Completed","No Results Available","Pelvic Organ Prolapse|Stress Urinary Incontinence|Satisfaction","Other: Online risk calculator","MedStar Washington Hospital Center, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT02111642"
714,"Lessening Incontinence by Learning Yoga","Completed","No Results Available","Urinary Incontinence|Stress Urinary Incontinence|Urge Urinary Incontinence|Over Active Bladder","Other: Yoga Therapy Program","University of California, San Francisco, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT01672190"
715,"Stress Urinary Incontinence in Women With Multiple Sclerosis","Completed","No Results Available","Urinary Incontinence, Stress|Multiple Sclerosis","Other: Determine prevalence of stress urinary incontinence",,"https://ClinicalTrials.gov/show/NCT03332654"
716,"Digital Intelligent Assistant for Nursing Application","Not yet recruiting","No Results Available","Frailty Syndrome|Fall in Nursing Home|Dementia|Delirium in Old Age|Incontinence, Urinary|Incontinence Bowel","Device: Three dimensional sensor system designed for fall detection (Fearless)","Geriatrische Klinik, Sankt Gallen, SG, Switzerland","https://ClinicalTrials.gov/show/NCT04393272"
717,"Evaluating the Necessity of TOT Implantation in Women With Pelvic Organ Prolapse and Occult Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence|Pelvic Organ Prolapse","Procedure: Pelvic Organ Prolapse and Suburethral TOT implantation|Procedure: Pelvic Organ Prolapse intervention","Diaconesses Hospital, Paris, Ile De France, France","https://ClinicalTrials.gov/show/NCT01095692"
718,"Effectiveness of Hipopressive Exercises Versus Classical Perineal Physiotherapy","Unknown status","No Results Available","Pelvic Floor Disorders|Urinary Incontinence|Fecal Incontinence|Pelvic Pain","Other: Hipopressive exercises|Behavioral: Therapeutic education.|Other: Pelviperineal physiotherapy|Other: Physical Therapy assessment","Teacher care and research in physiotherapy Unit. Department of Physiotherapy. University of Alcala., Alcalá de Henares, Madrid, Spain","https://ClinicalTrials.gov/show/NCT02259712"
719,"Outcomes of Anterior Colporrhaphy Versus Graft Reinforced Anterior Prolapse Repair","Completed","Has Results","Cystocele|Uterine Prolapse|Urinary Incontinence","Device: grafted anterior prolapse repair|Procedure: sutured anterior vaginal prolapse repair","Kaiser Permanente, Downey, California, United States","https://ClinicalTrials.gov/show/NCT00535301"
720,"Promoting Effective Recovery From Labor Urinary Incontinence (PERL)","Completed","No Results Available","Urinary Incontinence|Pelvic Organ Prolapse|Perinatal Laceration|Second Stage Labor","Behavioral: Videotape, routine care, PME instruction|Behavioral: PME practice and record keeping (in diaries)|Behavioral: Non-directed or directed,spontaneous or sustained pushing|Procedure: Data collection","University of Michigan Health System, Ann Arbor, Michigan, United States","https://ClinicalTrials.gov/show/NCT00506116"
721,"Guided Versus Non-guided Pelvic Floor Exercises for Urinary Incontinence in Relapsing-Remitting Multiple Sclerosis","Completed","No Results Available","Relapsing-Remitting Multiple Sclerosis|Urinary Incontinence","Procedure: Pelvic floor exercises guided by a physiotherapist|Procedure: Non guided pelvic floor exercises","Hospital General de Villalba, Villalba, Madrid, Spain","https://ClinicalTrials.gov/show/NCT03000647"
722,"Psychometric Validation of a French Version of the PISQ-R and a New Questionnaire About Sexuality","Completed","No Results Available","Sexuality|Pelvic Organ Prolapse|Urinary Incontinence|Fecal Incontinence",,"APHP - Hôpital Antoine Beclere, Clamart Cedex, France|CHU de Clermont Ferrand - Hôpital Estaing, Clermont Ferrand, France|G.C.S. Flandre Maritime - site Polyclinique de Grande-Synthe, Grande Synthe, France|CH de la Rochelle, La Rochelle Cedex, France|APHP - Centre Hospitalier Universitaire de Bicêtre, Le Kremlin Bicêtre Cedex, France|CHRU de Lille - Hôpital Jeanne de Flandre, Lille Cedex, France|CHU de Nîmes - Hôpital Universitaire Carémeau, Nîmes Cedex 9, France|APHP - Hôpital Bichat - Claude Bernard, Paris Cedex 18, France|Groupe Hospitalier Dioconesses - Site Reuilly, Paris, France|CHU de Poitiers, Poitiers Cedex, France|CH de la Région d'Annecy, Pringy Cedex, France|CH de Poissy - Saint-Germain-en-Laye, Saint-Germain-en-Laye, France|CHRU de Strasbourg - Hôpital de Hautepierre, Strasbourg, France|Hôpital Foch, Suresnes, France","https://ClinicalTrials.gov/show/NCT01632839"
723,"Prevalence of Urinary Incontinence and Evaluation of Related Factors in Patients With COPD","Recruiting","No Results Available","Chronic Obstructive Pulmonary Disease|Urinary Incontinence",,"SANKO University, Gaziantep, Please Select, Turkey","https://ClinicalTrials.gov/show/NCT04180670"
724,"Validation of a New Sexuality Questionnaire for Patients With Urinary Incontinence or Pelvic Organ Prolapse","Completed","No Results Available","Pelvic Organ Prolapse|Urinary Incontinence|Fecal Incontinence",,"CHU de Nîmes - Hôpital Universitaire Carémeau, Nîmes Cedex 09, Gard, France","https://ClinicalTrials.gov/show/NCT01548989"
725,"Validation of a French Version of the PISQ-R","Completed","No Results Available","Pelvic Organ Prolapse|Urinary Incontinence|Fecal Incontinence",,"CHU de Nîmes - Hôpital Universitaire Carémeau, Nîmes Cedex 09, Gard, France","https://ClinicalTrials.gov/show/NCT01548976"
726,"Cancer of the Uterus and Treatment of Stress Urinary Incontinence","Unknown status","No Results Available","Endometrial Cancer|Stress Urinary Incontinence",,"Women & Infants Hospital, Providence, Rhode Island, United States","https://ClinicalTrials.gov/show/NCT02667431"
727,"Dysport® Treatment of Urinary Incontinence in Adults Subjects With Neurogenic Detrusor Overactivity (NDO) Due to Spinal Cord Injury or Multiple Sclerosis - Study 2","Terminated","Has Results","Urinary Incontinence|Overactive Bladder","Biological: Botulinum toxin type A|Drug: Placebo","Instituto Urológico Buenos Aires, Buenos Aires, Argentina|Centro de Urologia, Buenos Aires, Argentina|Centro Urológico Profesor Bengió, Córdoba, Argentina|Hospital Privado - Centro Médico de Córdoba, Córdoba, Argentina|Instituto Médico Rodriguez Alfici, Godoy Cruz, Argentina|Prince of Wales Hospital (POWH), Sydney, Australia|Westmead Hospital, Westmead, Australia|Antwerp University hospital, Antwerp, Belgium|Hôpital Erasme, Brussels, Belgium|Ourthe-Amblève, Esneux, Belgium|Universidade Estadual de Campinas - Cidade Universitária Zeferino Vaz, Campinas, Brazil|Hospital de Clinicas, Federal University of Paraná, Curitiba, Brazil|Hospital São Vicente de Paulo, Passo Fundo, Brazil|Santa Casa de Misericórdia de Porto Alegre - Hospital Santa Clara, Porto Alegre, Brazil|Hospital Moinhos de Vento, Pôrto Alegre, Brazil|Hospital São Lucas da PUCRS, Pôrto Alegre, Brazil|Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo, Ribeirao Preto, Brazil|Faculdade de Medicina do ABC, Santo André, Brazil|Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo, Sao Paulo, Brazil|Hospital Alemão Oswaldo Cruz, São Paulo, Brazil|Clínica Uromed, Santiago, Chile|Hospital del Trabajador, Santiago, Chile|Clínica Las Condes, Santiago, Chile|Solano & Terront Servicios Medicos LTDA- Unidad Integral de Endocrinologia, Bogotá, Colombia|Fundación Valle del Lili, Cali, Colombia|Centro Medico Imbanaco, Cali, Colombia|Asociacion IPS Medicos Internistas de Caldas, Manizales, Colombia|Centro de Investigaciones Clinicas - CIC, Medellin, Colombia|Hôpital Raymond-Poincaré, Garches, France|Centre Hospitalier Régional Universitaire de Lille (CHRU) - Hôpital Claude Huriez, Lille Cedex, France|Hôpital de la Conception, Marseille CEDEX 5, France|Groupe Hospitalo-Universitaire Pierre Caremau, Nimes Cedex 9, France|Hopital de la Source, Orleans, France|Hôpital Tenon, Paris Cedex 20, France|Hopital Pitie-Salpetriere, Paris, France|Centre Hospitalier Lyon-Sud, Pierre-Bénite, France|CHU de Rennes - Hôpital Pontchaillou, Rennes, France|CHU de ROUEN - Hôpital Charles Nicolle, Rouen Cedex, France|Hôpital Rangueil, Toulouse Cedex 9, France|Universitätsklinikum Bonn Klinik und Poliklinik für Urologie, Bonn, Germany|Kliniken Maria Hilf GmbH - Krankenhaus St. Franziskus, Monchengladbach, Germany|Universitätsklinikum Münster, Münster, Germany|Rambam Medical Center, Haifa, Israel|Carmel Medical Center, Haifa, Israel|Meir Medical Center, Kfar Saba, Israel|Rabin Medical Center - Davidoff Center, Petah Tikva, Israel|The Chaim Sheba Medical Center, Ramat Gan, Israel|Estetines Chirurgijos Centas, UAB, Kaunas, Lithuania|Vilnius University Hospital Santariskiu Klinikos, Vilnius, Lithuania|Centro Medico Puerta de Hierro - Colima, Colima, Mexico|Clinstile, S.A. de C.V., Cuauhtémoc, Mexico|Hospital Universitario ""Dr. José Eleuterio González"", Monterrey, Mexico|Consultorio Privado, Zapopan, Mexico|Clínica San Pablo Surco, Lima, Peru|Clinica Good Hope, Lima, Peru|Clinica Internacional Sede Lima, Lima, Peru|Clínica Anglo Americana, Lima, Peru|Instituto de Ginecología y Reproducción, Lima, Peru|Unidad de Investigación de la Clínica Internacional Sede San Borja, Lima, Peru|Scientific research institute of urology and interventional radiology n. a. N. A. Lopatkin, Moscow, Russian Federation|Ministry of healthcare of the Russian Federation, Moscow, Russian Federation|Penza Regional Clinical Hospital n.a. N.N.Burdenko, Penza, Russian Federation|Rostov State Medical University, Rostov-on-Don, Russian Federation|St. Petersburg Research Institute of Phthisiopulmonology, Saint Petersburg, Russian Federation|Pavlov First Saint Petersburg State Medical University, Saint Petersburg, Russian Federation|City Hospital No. 40, Saint Petersburg, Russian Federation|Hospital Orkli, Saint Petersburg, Russian Federation|Complexo Hospitalario Universitario A Coruña, A Coruña, Spain|Fundacio Puigvert, Barcelona, Spain|Fundació GAEM, Barcelona, Spain|Hospital Universitario Vall d'Hebron, Barcelona, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Universitario Virgen del Rocío, Sevilla, Spain|Hospital Universitari i Politècnic La Fe, Valencia, Spain|Municipal Healthcare Institution ""Regional Clinical Center of Urology and Nephrology n.a. V.I. Shapoval"", Urology Department, Kharkiv, Ukraine|Kiev City Clinical Hospital No. 3, Kiev, Ukraine|NHS Grampian - Aberdeen Royal Infirmary, Aberdeen, United Kingdom|Bedford Hospital, Bedford, United Kingdom|National Hospital for Neurology and Neurosurgery - UCL, London, United Kingdom|Sheffield Teaching Hospitals NHS Foundation Trust - Royal Hallamshire Hospital, Sheffield, United Kingdom|Royal National Orthopaedic Hospital Trust, Stanmore, United Kingdom|The Mid Yorkshire Hospitals NHS Trust - Pinderfields Hospital, Wakefield, United Kingdom","https://ClinicalTrials.gov/show/NCT02660359"
728,"Dysport® Treatment of Urinary Incontinence in Adults Subjects With Neurogenic Detrusor Overactivity (NDO) Due to Spinal Cord Injury or Multiple Sclerosis - Study 1","Terminated","Has Results","Urinary Incontinence|Overactive Bladder","Biological: Botulinum toxin type A|Drug: Placebo","UAB School of Medicine Spain Rehabilitation Center (SRC), Birmingham, Alabama, United States|Urological Associates of Southern Arizona, P.C., Tucson, Arizona, United States|Atlantic Urology Medical Group, Long Beach, California, United States|USC Norris Comprehensive Cancer Center, Los Angeles, California, United States|UC Davis Medical Center, Sacramento, California, United States|University of Colorado Denver, Aurora, Colorado, United States|Women's Health Specialty Care, Farmington, Connecticut, United States|Gousse Urology - The Bladder Heath and Reconstructive Urology Institute, Miramar, Florida, United States|The Iowa Clinic, PC, West Des Moines, Iowa, United States|Chesapeake Urology Associates, PA, Owings Mills, Maryland, United States|University of Michigan Hospital, Ann Arbor, Michigan, United States|Weill Cornell Medical College, Denville, New Jersey, United States|Delaware Valley Urology,IIC, Voorhees, New Jersey, United States|Urology Group of New Mexico, PC, Albuquerque, New Mexico, United States|Montefiore Medical Center, Bronx, New York, United States|New York University Langone Medical Center and School of Medicine, New York, New York, United States|New York-Presbyterian Hospital/Weill Cornell Medical Center, New York, New York, United States|Advanced Urology Centers of New York, Plainview, New York, United States|University of North Carolina School of Medicine, Chapel Hill, North Carolina, United States|Levine Cancer Institute, Charlotte, North Carolina, United States|Louis Stokes Cleveland Veterans Affairs Medical Center, Cleveland, Ohio, United States|Cleveland Clinic, Cleveland, Ohio, United States|Lancaster Urology, Lancaster, Pennsylvania, United States|Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States|Medical University of South Carolina (MUSC), Charleston, South Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Urology Clinics of North Texas, Dallas, Texas, United States|Houston Methodist Hospital, Houston, Texas, United States|Lahey Hospital & Medical Center, Burlington, Vermont, United States|Urology of Virginia, PLLC, Virginia Beach, Virginia, United States|Integrity Medical Research, Mountlake Terrace, Washington, United States|Medical College of Wisconsin - Freodert Hospital, Milwaukee, Wisconsin, United States|CHUS - Hôpital Fleurimont, Sherbrooke, Canada|Sunnybrook Health Sciences Centre, Toronto, Canada|UBC Hospital - Koerner Pavilion, Vancouver, Canada|Spinal Cord Research Centre, University of Manitoba, Winnipeg, Canada|Fakultní Nemocnice Brno, Brno, Czechia|Karlovarska krajska nemocnice, a.s., Karlovy Vary, Czechia|Krajská Nemocnice Liberec, a.s., Liberec, Czechia|Uromedical Center s.r.o., Olomouc, Czechia|Fakultní nemocnice Královské Vinohrady, Praha 10, Czechia|Všeobecná fakultní nemocnice v Praze, Praha 2, Czechia|Fakultní Nemocnice v Motole, Praha 5, Czechia|Thomayerova nemocnice, Praha, Czechia|Urologicka Ordinace s.r.o., Sternberk, Czechia|Azienda Ospedaliero-Universitaria Careggi - Dipartimento Di Neuro-Urologia, Firenze, Italy|Farmacia Istituto Ospedaliero ICOT ""Marco Pasquali"", Latina, Italy|Azienda Ospedaliera di Perugia - Ospedale Santa Maria della Misericordia, Perugia, Italy|Viale Oxford, 81, Roma, Italy|Ospedale ""Bolognini"" di Seriate, Seriate, Italy|Azienda Ospedaliera di Perugia - Ospedale Santa Maria della Misericordia, Udine, Italy|88 Olympic-ro 43-gil, Songpa-gu, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Ulsan University Hospital (UUH), Ulsan, Korea, Republic of|VU University Medical Center, Amsterdam, Netherlands|Radboud UMC, Nijmegen, Netherlands|Erasmus MC, Rotterdam, Netherlands|Wojewódzki Szpital Zespolony w Elblągu, Elblag, Poland|Nzoz Neuro-Medic Poradnia Wielospecjalistyczna, Katowice, Poland|NZOZ Heureka, Piaseczno, Poland|Szpital Kliniczny Dzieciątka Jezus w Warszawie, Warszawa, Poland|EuroMediCare Szpital Specjalistyczny z Przychodnią we Wrocławiu, Wroclaw, Poland|Hospital de Braga, Braga, Portugal|Centro Hospitalar do Alto Ave, EPE, Guimarães, Portugal|British Hospital, Lisboa, Portugal|Centro Hospitalar do Porto, EPE - Hospital Geral de Santo António, Porto, Portugal|Centro Hospitalar de São João, EPE - Hospital de São João, Porto, Portugal|Gnosis Evomed, Bucharest, Romania|Spitalul Clinic Colentina, Bucharest, Romania|Spitalul Clinic Fundeni Bucureşti, Bucharest, Romania|Hifu Terramed Conformal S.R.L, Bucharest, Romania|Spitalul Clinic Judeţean Mureş, Târgu-Mureş, Romania|Ankara Üniversitesi Tıp Fakültesi, Ankara, Turkey|Medipol Mega University Hospital, Bagcilar, Turkey|Uludag Universitesi Tip Fakultesi, Uroloji Anabilim Dali, Gorukle, Bursa, Turkey|Marmara Üniversitesi Eğitim ve Araştırma Hastanesi, Istanbul, Turkey|Istanbul Medeniyet Universitesi Goztepe Egitim ve Arastirma Hastanesi Merdivenköy Mah, Istanbul, Turkey|Erciyes Üniversitesi Tıp Fakültesi, Kayseri, Turkey|Kocaeli Üniversitesi Tıp Fakültesi, Kocaeli, Turkey|Celal Bayar Universitesi Hafsa Sultan Hastanesi, Manisa, Turkey|Ondokuz Mayıs Üniversitesi Tıp Fakültesi, Samsun, Turkey","https://ClinicalTrials.gov/show/NCT02660138"
729,"Colpocleisis for Advanced Pelvic Organ Prolapse","Completed","No Results Available","Pelvic Organ Prolapse|Stress Urinary Incontinence","Procedure: Colpocleisis prolapse repair surgery|Procedure: sling or other to treat or prevent stress incontinence","University of Alabama, Birmingham, Alabama, United States|Loyola University, Maywood, Illinois, United States|University of Iowa, Iowa City, Iowa, United States|Johns Hopkins University, Baltimore, Maryland, United States|University of North Carolina, Chapel Hill, North Carolina, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00271037"
730,"Treatment for Stress and Mixed Urinary Incontinence and Vaginal Vault Prolapse","Completed","No Results Available","Urinary Incontinence, Stress|Mixed Incontinence|Vaginal Vault Prolapse","Device: Vaginal Sling","US Surgical, Norwalk, Connecticut, United States","https://ClinicalTrials.gov/show/NCT00223106"
731,"Colpopexy and Urinary Reduction Efforts (CARE) Protocol","Completed","No Results Available","Urinary Incontinence, Stress|Uterine Prolapse|Vaginal Prolapse","Procedure: Burch urethropexy at time of sacrocolpopexy","The University of Alabama at Birmingham, Birmingham, Alabama, United States|Loyola University Medical Center, Maywood, Illinois, United States|University of Iowa College of Medicine, Iowa City, Iowa, United States|Johns Hopkins School of Medicine, Baltimore, Maryland, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Magee-Womens Hospital, Pittsburgh, Pennsylvania, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00065845"
